"hgnc_symbol","ensembl_gene_id","description","external_gene_name","gene_biotype","chromosome_name","affy_hg_u133_plus_2"
"STAC2","ENSG00000141750","SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]","STAC2","protein_coding","17","228888_at"
"PROK1","ENSG00000143125","prokineticin 1 [Source:HGNC Symbol;Acc:HGNC:18454]","PROK1","protein_coding","1","229124_at"
"NOD1","ENSG00000106100","nucleotide binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16390]","NOD1","protein_coding","7","224190_x_at"
"PPIC","ENSG00000168938","peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]","PPIC","protein_coding","5","204518_s_at"
"SLC2A1","ENSG00000117394","solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]","SLC2A1","protein_coding","1","201249_at"
"ZNF414","ENSG00000133250","zinc finger protein 414 [Source:HGNC Symbol;Acc:HGNC:20630]","ZNF414","protein_coding","19","227071_at"
"ODF3L2","ENSG00000181781","outer dense fiber of sperm tails 3 like 2 [Source:HGNC Symbol;Acc:HGNC:26841]","ODF3L2","protein_coding","19","237620_at"
"NRBP1","ENSG00000115216","nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]","NRBP1","protein_coding","2","217765_at"
"BAD","ENSG00000002330","BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]","BAD","protein_coding","11","209364_at"
"DR1","ENSG00000117505","down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]","DR1","protein_coding","1","216652_s_at"
"PYCR2","ENSG00000143811","pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]","PYCR2","protein_coding","1","224855_at"
"SDCBP","ENSG00000137575","syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]","SDCBP","protein_coding","8",""
"PLEKHG4","ENSG00000196155","pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]","PLEKHG4","protein_coding","16","228171_s_at"
"ZFHX4","ENSG00000091656","zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]","ZFHX4","protein_coding","8",""
NA,NA,NA,NA,NA,NA,NA
"LHB","ENSG00000104826","luteinizing hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:6584]","LHB","protein_coding","19","214471_x_at"
"KLHL6","ENSG00000172578","kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653]","KLHL6","protein_coding","3","1560397_s_at"
NA,NA,NA,NA,NA,NA,NA
"DSN1","ENSG00000149636","DSN1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:16165]","DSN1","protein_coding","20","219512_at"
"TMEM147","ENSG00000105677","transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]","TMEM147","protein_coding","19","202475_at"
"HMCES","ENSG00000183624","5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]","HMCES","protein_coding","3","201678_s_at"
NA,NA,NA,NA,NA,NA,NA
"RAG1","ENSG00000166349","recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831]","RAG1","protein_coding","11",""
"ZNF439","ENSG00000171291","zinc finger protein 439 [Source:HGNC Symbol;Acc:HGNC:20873]","ZNF439","protein_coding","19",""
"TMEM9","ENSG00000116857","transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]","TMEM9","protein_coding","1","222988_s_at"
"CLEC3B","ENSG00000163815","C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]","CLEC3B","protein_coding","3","205200_at"
"ARMC5","ENSG00000140691","armadillo repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:25781]","ARMC5","protein_coding","16","227738_s_at"
"ATP6V1F","ENSG00000128524","ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]","ATP6V1F","protein_coding","7","201527_at"
"ATG5","ENSG00000057663","autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]","ATG5","protein_coding","6","210639_s_at"
"SFXN5","ENSG00000144040","sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]","SFXN5","protein_coding","2","226373_at"
"MS4A2","ENSG00000149534","membrane spanning 4-domains A2 [Source:HGNC Symbol;Acc:HGNC:7316]","MS4A2","protein_coding","11",""
"CD84","ENSG00000066294","CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]","CD84","protein_coding","1","230391_at"
"SMPD2","ENSG00000135587","sphingomyelin phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:11121]","SMPD2","protein_coding","6","205622_at"
"ZNF738","ENSG00000172687","zinc finger protein 738 [Source:HGNC Symbol;Acc:HGNC:32469]","ZNF738","protein_coding","19","229700_at"
"TUBG1","ENSG00000131462","tubulin gamma 1 [Source:HGNC Symbol;Acc:HGNC:12417]","TUBG1","protein_coding","17","201714_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SNRPF","ENSG00000139343","small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]","SNRPF","protein_coding","12","203832_at"
"CCDC136","ENSG00000128596","coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]","CCDC136","protein_coding","7",""
"TOPORS","ENSG00000197579","TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:21653]","TOPORS","protein_coding","9","204071_s_at"
"PCMT1","ENSG00000120265","protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]","PCMT1","protein_coding","6","208857_s_at"
"DEXI","ENSG00000182108","Dexi homolog [Source:HGNC Symbol;Acc:HGNC:13267]","DEXI","protein_coding","16","203733_at"
"FTO","ENSG00000140718","FTO alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:24678]","FTO","protein_coding","16",""
"MCM2","ENSG00000073111","minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]","MCM2","protein_coding","3","202107_s_at"
NA,NA,NA,NA,NA,NA,NA
"BGN","ENSG00000182492","biglycan [Source:HGNC Symbol;Acc:HGNC:1044]","BGN","protein_coding","X","201261_x_at"
"MRPL2","ENSG00000112651","mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]","MRPL2","protein_coding","6","218887_at"
"ITPR3","ENSG00000096433","inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]","ITPR3","protein_coding","6","201187_s_at"
"CABP4","ENSG00000175544","calcium binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1386]","CABP4","protein_coding","11",""
"AUP1","ENSG00000115307","AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]","AUP1","protein_coding","2","220525_s_at"
"MELK","ENSG00000165304","maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]","MELK","protein_coding","9","204825_at"
"CASZ1","ENSG00000130940","castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]","CASZ1","protein_coding","1","230420_at"
"RNF144B","ENSG00000137393","ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]","RNF144B","protein_coding","6","239704_at"
NA,NA,NA,NA,NA,NA,NA
"CEACAM4","ENSG00000274131","CEA cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:1816]","CEACAM4","protein_coding","CHR_HSCHR19_3_CTG3_1",""
"SRSF10","ENSG00000188529","serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]","SRSF10","protein_coding","1","225348_at"
"KIAA0895L","ENSG00000196123","KIAA0895 like [Source:HGNC Symbol;Acc:HGNC:34408]","KIAA0895L","protein_coding","16","1558041_a_at"
"ALS2","ENSG00000003393","alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]","ALS2","protein_coding","2","226291_at"
"BTBD8","ENSG00000189195","BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]","BTBD8","protein_coding","1",""
"SHROOM2","ENSG00000146950","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]","SHROOM2","protein_coding","X","204967_at"
"FCN3","ENSG00000142748","ficolin 3 [Source:HGNC Symbol;Acc:HGNC:3625]","FCN3","protein_coding","1","205866_at"
"ISG20L2","ENSG00000143319","interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]","ISG20L2","protein_coding","1","212766_s_at"
"AKT2","ENSG00000105221","AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]","AKT2","protein_coding","19","211453_s_at"
"PIFO","ENSG00000173947","primary cilia formation [Source:HGNC Symbol;Acc:HGNC:27009]","PIFO","protein_coding","1","228100_at"
"ZNF37A","ENSG00000075407","zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]","ZNF37A","protein_coding","10","240825_at"
NA,NA,NA,NA,NA,NA,NA
"ZC3H12B","ENSG00000102053","zinc finger CCCH-type containing 12B [Source:HGNC Symbol;Acc:HGNC:17407]","ZC3H12B","protein_coding","X",""
NA,NA,NA,NA,NA,NA,NA
"ZMIZ2","ENSG00000122515","zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]","ZMIZ2","protein_coding","7","221924_at"
"TMEM39B","ENSG00000121775","transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510]","TMEM39B","protein_coding","1","218770_s_at"
"NUP50","ENSG00000093000","nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]","NUP50","protein_coding","22","213682_at"
"BOD1L1","ENSG00000038219","biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]","BOD1L1","protein_coding","4","235009_at"
"GMPR","ENSG00000137198","guanosine monophosphate reductase [Source:HGNC Symbol;Acc:HGNC:4376]","GMPR","protein_coding","6","204187_at"
"ZDHHC24","ENSG00000174165","zinc finger DHHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:27387]","ZDHHC24","protein_coding","11",""
"FBXW2","ENSG00000119402","F-box and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:13608]","FBXW2","protein_coding","9","1560752_at"
"PIGQ","ENSG00000007541","phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]","PIGQ","protein_coding","16",""
"PCDHB15","ENSG00000113248","protocadherin beta 15 [Source:HGNC Symbol;Acc:HGNC:8686]","PCDHB15","protein_coding","5","231789_at"
"PCYT1A","ENSG00000161217","phosphate cytidylyltransferase 1, choline, alpha [Source:HGNC Symbol;Acc:HGNC:8754]","PCYT1A","protein_coding","3",""
"CHAC2","ENSG00000143942","ChaC glutathione specific gamma-glutamylcyclotransferase 2 [Source:HGNC Symbol;Acc:HGNC:32363]","CHAC2","protein_coding","2","235117_at"
"ING3","ENSG00000071243","inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]","ING3","protein_coding","7","230719_at"
NA,NA,NA,NA,NA,NA,NA
"PLEKHM2","ENSG00000116786","pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]","PLEKHM2","protein_coding","1","212146_at"
"MASTL","ENSG00000120539","microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]","MASTL","protein_coding","10","228468_at"
"UEVLD","ENSG00000151116","UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]","UEVLD","protein_coding","11","230176_at"
NA,NA,NA,NA,NA,NA,NA
"ZDHHC7","ENSG00000153786","zinc finger DHHC-type palmitoyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18459]","ZDHHC7","protein_coding","16","218606_at"
"CDK8","ENSG00000132964","cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779]","CDK8","protein_coding","13","204831_at"
"PROP1","ENSG00000274382","PROP paired-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9455]","PROP1","protein_coding","CHR_HSCHR5_3_CTG5","211223_at"
"SLC7A2","ENSG00000003989","solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]","SLC7A2","protein_coding","8","225516_at"
"ZNF765","ENSG00000196417","zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]","ZNF765","protein_coding","19",""
"NT5C","ENSG00000125458","5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]","NT5C","protein_coding","17","219214_s_at"
"MAPKAPK5","ENSG00000089022","MAPK activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889]","MAPKAPK5","protein_coding","12","228925_at"
"PSCA","ENSG00000167653","prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500]","PSCA","protein_coding","8",""
"TEX35","ENSG00000240021","testis expressed 35 [Source:HGNC Symbol;Acc:HGNC:25366]","TEX35","protein_coding","1","223938_at"
"ZKSCAN2","ENSG00000155592","zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677]","ZKSCAN2","protein_coding","16","232019_at"
"SLC30A7","ENSG00000162695","solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]","SLC30A7","protein_coding","1","226217_at"
"SLC17A7","ENSG00000104888","solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704]","SLC17A7","protein_coding","19","204230_s_at"
"SH3PXD2A","ENSG00000107957","SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]","SH3PXD2A","protein_coding","10","224817_at"
"DHX32","ENSG00000089876","DEAH-box helicase 32 (putative) [Source:HGNC Symbol;Acc:HGNC:16717]","DHX32","protein_coding","10","218198_at"
"MROH8","ENSG00000101353","maestro heat like repeat family member 8 [Source:HGNC Symbol;Acc:HGNC:16125]","MROH8","protein_coding","20","236618_at"
NA,NA,NA,NA,NA,NA,NA
"KCNMA1","ENSG00000156113","potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]","KCNMA1","protein_coding","10","228414_at"
"CASP8","ENSG00000064012","caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]","CASP8","protein_coding","2","213373_s_at"
"HERC4","ENSG00000148634","HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:24521]","HERC4","protein_coding","10","225989_at"
"SNAPIN","ENSG00000143553","SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]","SNAPIN","protein_coding","1","223066_at"
"TFPI","ENSG00000003436","tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]","TFPI","protein_coding","2","213258_at"
"CPZ","ENSG00000109625","carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333]","CPZ","protein_coding","4","211062_s_at"
"LINGO1","ENSG00000169783","leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]","LINGO1","protein_coding","15","227933_at"
"CDIP1","ENSG00000274336","cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]","CDIP1","protein_coding","CHR_HSCHR16_3_CTG1","218183_at"
"APOBEC3D","ENSG00000243811","apolipoprotein B mRNA editing enzyme catalytic subunit 3D [Source:HGNC Symbol;Acc:HGNC:17354]","APOBEC3D","protein_coding","22",""
"NUP214","ENSG00000126883","nucleoporin 214 [Source:HGNC Symbol;Acc:HGNC:8064]","NUP214","protein_coding","9","228902_at"
"RAP2B","ENSG00000181467","RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]","RAP2B","protein_coding","3","214488_at"
"ACOT11","ENSG00000162390","acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]","ACOT11","protein_coding","1","214763_at"
"TENM1","ENSG00000009694","teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]","TENM1","protein_coding","X","205728_at"
"HOXD4","ENSG00000170166","homeobox D4 [Source:HGNC Symbol;Acc:HGNC:5138]","HOXD4","protein_coding","2","1552337_s_at"
"MDM2","ENSG00000135679","MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]","MDM2","protein_coding","12","225160_x_at"
"RHPN2","ENSG00000131941","rhophilin Rho GTPase binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19974]","RHPN2","protein_coding","19","227196_at"
"ATP6V1B1","ENSG00000116039","ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]","ATP6V1B1","protein_coding","2","205473_at"
"SCD","ENSG00000099194","stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]","SCD","protein_coding","10","211708_s_at"
"IFNAR2","ENSG00000159110","interferon alpha and beta receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:5433]","IFNAR2","protein_coding","21","204786_s_at"
"SPATA13","ENSG00000182957","spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]","SPATA13","protein_coding","13","1557470_at"
"SPHK2","ENSG00000063176","sphingosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:18859]","SPHK2","protein_coding","19","40273_at"
"TMEM259","ENSG00000182087","transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]","TMEM259","protein_coding","19","213986_s_at"
"DNASE1L3","ENSG00000163687","deoxyribonuclease 1 like 3 [Source:HGNC Symbol;Acc:HGNC:2959]","DNASE1L3","protein_coding","3","205554_s_at"
"KIT","ENSG00000157404","KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]","KIT","protein_coding","4",""
"PPP3CC","ENSG00000120910","protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]","PPP3CC","protein_coding","8",""
"STX8","ENSG00000170310","syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443]","STX8","protein_coding","17","204690_at"
"C1D","ENSG00000197223","C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]","C1D","protein_coding","2","200056_s_at"
"RDH8","ENSG00000080511","retinol dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:14423]","RDH8","protein_coding","19","220683_at"
"PPAT","ENSG00000128059","phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238]","PPAT","protein_coding","4","209433_s_at"
"MPHOSPH6","ENSG00000135698","M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:HGNC:7214]","MPHOSPH6","protein_coding","16",""
"COQ10B","ENSG00000115520","coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]","COQ10B","protein_coding","2","219397_at"
"RHOU","ENSG00000284984","ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]","RHOU","protein_coding","CHR_HG2002_PATCH","223169_s_at"
"FAM124B","ENSG00000124019","family with sequence similarity 124 member B [Source:HGNC Symbol;Acc:HGNC:26224]","FAM124B","protein_coding","2","220637_at"
"ARID2","ENSG00000189079","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]","ARID2","protein_coding","12","225490_at"
NA,NA,NA,NA,NA,NA,NA
"FKBPL","ENSG00000223666","FKBP prolyl isomerase like [Source:HGNC Symbol;Acc:HGNC:13949]","FKBPL","protein_coding","CHR_HSCHR6_MHC_MCF_CTG1","219187_at"
"LPCAT3","ENSG00000111684","lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]","LPCAT3","protein_coding","12","202793_at"
"C16orf89","ENSG00000153446","chromosome 16 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:28687]","C16orf89","protein_coding","16","229177_at"
NA,NA,NA,NA,NA,NA,NA
"STK4","ENSG00000101109","serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]","STK4","protein_coding","20","225364_at"
"SMAD3","ENSG00000166949","SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]","SMAD3","protein_coding","15",""
"RNASEH2C","ENSG00000172922","ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116]","RNASEH2C","protein_coding","11","226453_at"
"IL36RN","ENSG00000136695","interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:15561]","IL36RN","protein_coding","2","222223_s_at"
"VWA3A","ENSG00000175267","von Willebrand factor A domain containing 3A [Source:HGNC Symbol;Acc:HGNC:27088]","VWA3A","protein_coding","16",""
"SLAMF8","ENSG00000158714","SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]","SLAMF8","protein_coding","1",""
"MCC","ENSG00000171444","MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]","MCC","protein_coding","5","226225_at"
"C16orf95","ENSG00000260456","chromosome 16 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:40033]","C16orf95","protein_coding","16","219785_s_at"
"C1orf56","ENSG00000143443","chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26045]","C1orf56","protein_coding","1","223459_s_at"
"FGGY","ENSG00000172456","FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]","FGGY","protein_coding","1",""
"REXO1","ENSG00000079313","RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]","REXO1","protein_coding","19","226144_at"
"AGGF1","ENSG00000164252","angiogenic factor with G-patch and FHA domains 1 [Source:HGNC Symbol;Acc:HGNC:24684]","AGGF1","protein_coding","5","208042_at"
"RABL6","ENSG00000196642","RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]","RABL6","protein_coding","9","219828_at"
"HEPACAM","ENSG00000165478","hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:26361]","HEPACAM","protein_coding","11","238003_at"
"LITAF","ENSG00000189067","lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]","LITAF","protein_coding","16","200706_s_at"
"APLN","ENSG00000171388","apelin [Source:HGNC Symbol;Acc:HGNC:16665]","APLN","protein_coding","X","222856_at"
"ANKH","ENSG00000154122","ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]","ANKH","protein_coding","5","220076_at"
"PRR14L","ENSG00000183530","proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738]","PRR14L","protein_coding","22","1553761_at"
"CEND1","ENSG00000184524","cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]","CEND1","protein_coding","11","219591_at"
